"address","property_tax_new","property_tax_old","appraisal_new","assessment_new","appraisal_old","assessment_old"
"300 PUTNAM AVE",13582.6201,6602.019199999999,416300,291410,169600,118719.99999999999
"304 PUTNAM AVE",10881.104499999998,6602.019199999999,333500,233449.99999999997,169600,118719.99999999999
"308 PUTNAM AVE",8982.213099999999,6602.019199999999,275300,192710,169600,118719.99999999999
"310 PUTNAM AVE",10068.6922,6602.019199999999,308600,216020,169600,118719.99999999999
"314 PUTNAM AVE",13213.935,6602.019199999999,405000,283500,169600,118719.99999999999
"320 PUTNAM AVE",10779.960799999999,6602.019199999999,330400,231279.99999999997,169600,118719.99999999999
"335 PUTNAM AVE",NA,6602.019199999999,NA,NA,169600,118719.99999999999
"336 PUTNAM AVE",14832.234199999999,6602.019199999999,454600,318220,169600,118719.99999999999
"344 PUTNAM AVE",5177.9049,6602.019199999999,158700,111090,169600,118719.99999999999
"356 PUTNAM AVE",1409.4864,6602.019199999999,43200,30239.999999999996,169600,118719.99999999999
"360 PUTNAM AVE",1409.4864,6602.019199999999,43200,30239.999999999996,169600,118719.99999999999
"362 PUTNAM AVE",14943.166,6602.019199999999,458000,320600,169600,118719.99999999999
"364 PUTNAM AVE",26865.0718,6602.019199999999,823400,576380,169600,118719.99999999999
"385 PUTNAM AVE",NA,6602.019199999999,NA,NA,169600,118719.99999999999
"445 PUTNAM AVE",28803.1156,6602.019199999999,882800,617960,169600,118719.99999999999
"449 PUTNAM AVE",58.7286,6602.019199999999,1800,1260,169600,118719.99999999999
"450 PUTNAM AVE",NA,6602.019199999999,NA,NA,169600,118719.99999999999
"451 PUTNAM AVE",NA,6602.019199999999,NA,NA,169600,118719.99999999999
"455 PUTNAM AVE",28020.067600000002,6602.019199999999,858800,601160,169600,118719.99999999999
"466 PUTNAM AVE",16992.141600000003,6602.019199999999,520800,364560,169600,118719.99999999999
"470 PUTNAM AVE",2949.4808,6602.019199999999,90400,63279.99999999999,169600,118719.99999999999
"475 PUTNAM AVE",25099.951100000002,6602.019199999999,769300,538510,169600,118719.99999999999
"451 PUTNAM AVE R",48.9405,6602.019199999999,1500,1050,169600,118719.99999999999
"451 PUTNAM AVE R",48.9405,50.60509999999999,1500,1050,1300,909.9999999999999
"9 QUAKER RD",9334.5847,6960.147599999998,286100,200270,178800,125159.99999999999
"17 QUAKER RD",9129.034599999999,6746.049099999998,279800,195860,173300,121309.99999999999
"23 QUAKER RD",8992.001199999999,7053.572399999999,275600,192920,181200,126839.99999999999
"30 QUAKER RD",11520.5937,8676.828300000001,353100,247169.99999999997,222900,156030
"31 QUAKER RD",8629.8415,6041.4704,264500,185150,155200,108640
"37 QUAKER RD",9902.2945,6352.8864,303500,212450,163200,114240
"43 QUAKER RD",9386.787900000001,7357.203,287700,201390,189000,132300
"50 QUAKER RD",8466.7065,5780.6595,259500,181650,148500,103950
"51 QUAKER RD",8779.9257,6605.911899999999,269100,188370,169700,118789.99999999999
"57 QUAKER RD",8655.9431,6267.247,265300,185710,161000,112700
"58 QUAKER RD",8685.3074,6271.139700000001,266200,186340,161100,112770
"63 QUAKER RD",9696.7444,6707.122099999999,297200,208040,172300,120609.99999999999
"69 QUAKER RD",8773.400300000001,6115.4317,268900,188230,157100,109970
"72 QUAKER RD",9129.034599999999,6995.1819,279800,195860,179700,125789.99999999999
"75 QUAKER RD",10003.438199999999,7582.9796,306600,214620,194800,136360
"81 QUAKER RD",9037.679,6493.023599999999,277000,193900,166800,116759.99999999999
"85 QUAKER RD",8861.493199999999,6481.345499999999,271600,190120,166500,116549.99999999999
"86 QUAKER RD",8173.0635,6103.7536,250500,175350,156800,109760
"93 QUAKER RD",9562.973699999999,6956.254899999999,293100,205170,178700,125089.99999999999
"96 QUAKER RD",9204.0767,7030.216199999999,282100,197470,180600,126419.99999999999
"99 QUAKER RD",9840.303199999998,6675.980499999999,301600,211120,171500,120049.99999999999
"104 QUAKER RD",8802.7646,6391.813399999999,269800,188860,164200,114939.99999999999
"105 QUAKER RD",9135.56,6769.4052999999985,280000,196000,173900,121729.99999999999
"111 QUAKER RD",9177.9751,6804.439599999999,281300,196910,174800,122359.99999999999
"114 QUAKER RD",9037.679,6808.332299999999,277000,193900,174900,122429.99999999999
"5 QUARRY LA",17625.105399999997,13916.402499999998,540200,378140,357500,250249.99999999997
"6 QUARRY LA",19135.7355,17349.763899999998,586500,410550,445700,311990
"11 QUARRY LA",19168.3625,17567.755100000002,587500,411250,451300,315910
"12 QUARRY LA",21984.0726,19813.843,673800,471659.99999999994,509000,356300
"17 QUARRY LA",21197.761899999998,16392.1597,649700,454790,421100,294770
"18 QUARRY LA",17970.9516,17178.4851,550800,385560,441300,308910
"23 QUARRY LA",23951.480699999996,18237.2995,734100,513869.99999999994,468500,327950
"24 QUARRY LA",19742.5977,18906.8439,605100,423570,485700,339990
"29 QUARRY LA",18659.3813,17088.953,571900,400330,439000,307300
"32 QUARRY LA",19488.1071,17929.7762,597300,418110,460600,322420
"36 QUARRY LA",20574.586199999998,18684.96,630600,441420,480000,336000
"40 QUARRY LA",27181.5537,19880.0189,833100,583170,510700,357490
"44 QUARRY LA",24404.995999999996,18108.840399999997,748000,523599.99999999994,465200,325640
"48 QUARRY LA",20036.2407,18357.9732,614100,429870,471600,330120
"52 QUARRY LA",19876.3684,18202.265199999998,609200,426440,467600,327320
"55 QUARRY LA",19984.0375,17505.471899999997,612500,428750,449700,314790
"3 QUENTIN ST",12284.0655,9023.2786,376500,263550,231800,162260
"4 QUENTIN ST",10104.581900000001,8762.4677,309700,216790,225100,157570
"7 QUENTIN ST",12900.7158,9525.4369,395400,276780,244700,171290
"8 QUENTIN ST",12476.5648,9486.509900000001,382400,267680,243700,170590
"11 QUENTIN ST",9947.972300000001,7828.219700000001,304900,213430,201100,140770
"12 QUENTIN ST",11468.390499999998,8883.1414,351500,246049.99999999997,228200,159740
"14 QUENTIN ST",9435.7284,7991.7131,289200,202440,205300,143710
"22 QUENTIN ST",11810.973999999998,9478.7245,362000,253399.99999999997,243500,170450
"30 QUENTIN ST",9295.4323,7442.8424,284900,199430,191200,133840
"36 QUENTIN ST",9735.8968,7691.9752,298400,208880,197600,138320
"37 QUENTIN ST",9908.8199,7707.546,303700,212590,198000,138600
"38 QUENTIN ST",10496.1059,8501.6568,321700,225190,218400,152880
"39 QUENTIN ST",10509.1567,8225.275099999999,322100,225470,211300,147910
"40 QUENTIN ST",11399.8738,9712.2865,349400,244579.99999999997,249500,174650
"41 QUENTIN ST",10375.386,8268.094799999999,318000,222600,212400,148680
"42 QUENTIN ST",10597.2496,7684.1898,324800,227360,197400,138180
"43 QUENTIN ST",10261.1915,7890.5029,314500,220150,202700,141890
"45 QUENTIN ST",11210.6372,8116.2795,343600,240519.99999999997,208500,145950
"46 QUENTIN ST",10988.773599999999,9027.1713,336800,235759.99999999997,231900,162330
"50 QUENTIN ST",10920.256899999998,8867.5706,334700,234289.99999999997,227800,159460
"QUINNIPIAC MEADOWS",18023.1548,21199.6442,552400,386680,544600,381220
"QUINNIPIAC MEADOWS",401.3121,704.5786999999999,12300,8610,18100,12670
"QUINNIPIAC MEADOWS",2796.1338999999994,1884.0668,85700,59989.99999999999,48400,33880
"QUINNIPIAC MEADOWS",544.8709,369.8065,16700,11690,9500,6650
"0 QUINNIPIAC MEADOWS",283.85490000000004,190.7423,8700,6090,4900,3430
"0 QUINNIPIAC MEADOWS",531.8201,1019.8874000000001,16300,11410,26200,18340
"2 QUINNIPIAC MEADOWS",8737.5106,5885.7624000000005,267800,187460,151200,105840
"2 RACCIO PARK RD",32408.3991,39826.2137,993300,695310,1023100,716170
"4 RACCIO PARK RD",4202.357599999999,4196.330599999999,128800,90160,107800,75460
"5 RACCIO PARK RD",15719.6886,19097.586199999998,481800,337260,490600,343420
"14 RACCIO PARK RD",6097.986299999999,6088.1828,186900,130829.99999999999,156400,109480
"23 RACCIO PARK RD",25837.3213,25154.627399999998,791900,554330,646200,452340
"24 RACCIO PARK RD",6355.7396,6348.9937,194800,136360,163100,114170
"25 RACCIO PARK RD",18747.4742,18918.522,574600,402220,486000,340200
"34 RACCIO PARK RD #1-1",4212.1457,4239.1503,129100,90370,108900,76230
"34 RACCIO PARK RD #1-10",4287.1878,4309.218900000001,131400,91980,110700,77490
"34 RACCIO PARK RD #1-11",4097.9511999999995,4118.4766,125600,87920,105800,74060
"34 RACCIO PARK RD #1-12",4336.128299999999,4359.824,132900,93030,112000,78400
"34 RACCIO PARK RD #1-2",4616.7205,4297.5408,141500,99050,110400,77280
"34 RACCIO PARK RD #1-3",4277.3997,4297.5408,131100,91770,110400,77280
"34 RACCIO PARK RD #1-4",4554.7292,4581.7079,139600,97720,117700,82390
"34 RACCIO PARK RD #1-5",4097.9511999999995,4118.4766,125600,87920,105800,74060
"34 RACCIO PARK RD #1-6",4277.3997,4297.5408,131100,91770,110400,77280
"34 RACCIO PARK RD #1-7",4492.7379,4515.532,137700,96390,116000,81200
"34 RACCIO PARK RD #1-8",4492.7379,4515.532,137700,96390,116000,81200
"34 RACCIO PARK RD #1-9",4097.9511999999995,4344.2532,125600,87920,111600,78120
"34 RACCIO PARK RD #U2",31393.699399999998,31573.6897,962200,673540,811100,567770
"8 RAELIN RD",11471.653199999999,8941.5319,351600,246119.99999999997,229700,160790
"9 RAELIN RD",12492.8783,10148.268900000001,382900,268030,260700,182490
"17 RAELIN RD",12205.760699999999,9548.793099999999,374100,261869.99999999997,245300,171710
"18 RAELIN RD",11337.882499999998,8844.2144,347500,243249.99999999997,227200,159040
"25 RAELIN RD",11563.0088,9069.991,354400,248079.99999999997,233000,163100
"28 RAELIN RD",11817.499399999999,9089.4545,362200,253539.99999999997,233500,163450
"33 RAELIN RD",11243.2642,8560.0473,344600,241219.99999999997,219900,153930
"38 RAELIN RD",11546.6953,9077.7764,353900,247729.99999999997,233200,163240
"39 RAELIN RD",11722.881099999997,9237.3771,359300,251509.99999999997,237300,166110
"45 RAELIN RD",12851.775300000001,10346.7966,393900,275730,265800,186060
"47 RAELIN RD",192.49929999999998,159.60070000000002,5900,4130,4100,2870
"53 RAELIN RD",13279.189,10689.3542,407000,284900,274600,192220
"58 RAELIN RD",11902.329599999997,9381.407,364800,255359.99999999997,241000,168700
"63 RAELIN RD",11853.389099999999,9319.123800000001,363300,254309.99999999997,239400,167580
"5 RAINBOW CT",12685.3776,9879.6726,388800,272160,253800,177660
"6 RAINBOW CT",11589.110399999998,8797.502,355200,248639.99999999997,226000,158200
"15 RAINBOW CT",13119.3167,10303.9769,402100,281470,264700,185290
"16 RAINBOW CT",11706.567599999998,9015.493199999999,358800,251159.99999999997,231600,162120
"24 RAINBOW CT",11034.451399999998,8361.5196,338200,236739.99999999997,214800,150360
"27 RAINBOW CT",12284.0655,9560.4712,376500,263550,245600,171920
"34 RAINBOW CT",14652.785699999999,11685.885400000001,449100,314370,300200,210140
"41 RAINBOW CT",10731.020299999998,8400.4466,328900,230229.99999999997,215800,151060
"46 RAINBOW CT",11804.448599999998,8855.8925,361800,253259.99999999997,227500,159250
"49 RAINBOW CT",12688.640300000001,9727.857300000001,388900,272230,249900,174930
"58 RAINBOW CT",11341.145199999999,8377.090400000001,347600,243319.99999999997,215200,150640
"14 RALSTON AVE",9837.0405,7781.5073,301500,211050,199900,139930
"15 RALSTON AVE",10652.7155,7793.1854,326500,228550,200200,140140
"16 RALSTON AVE",10649.452800000001,8887.034099999999,326400,228480,228300,159810
"17 RALSTON AVE",12045.888399999998,7804.8635,369200,258439.99999999997,200500,140350
"21 RALSTON AVE",9928.3961,7793.1854,304300,213010,200200,140140
"22 RALSTON AVE",9132.2973,6691.551299999999,279900,195930,171900,120329.99999999999
"25 RALSTON AVE",11197.586399999998,8120.1722,343200,240239.99999999997,208600,146020
"26 RALSTON AVE",10593.9869,8240.8459,324700,227290,211700,148190
"29 RALSTON AVE",12652.7506,10428.543300000001,387800,271460,267900,187530
"30 RALSTON AVE",10858.265599999997,8236.9532,332800,232959.99999999997,211600,148120
"31 RALSTON AVE",10466.7416,8435.4809,320800,224560,216700,151690
"32 RALSTON AVE",10770.1727,8275.8802,330100,231069.99999999997,212600,148820
"35 RALSTON AVE",11990.422499999999,9821.2821,367500,257249.99999999997,252300,176610
"40 RALSTON AVE",10731.020299999998,7076.928599999998,328900,230229.99999999997,181800,127259.99999999999
"43 RALSTON AVE",12571.1831,9980.882800000001,385300,269710,256400,179480
"44 RALSTON AVE",10450.4281,7843.7905,320300,224210,201500,141050
"48 RALSTON AVE",9951.235,7540.159900000001,305000,213500,193700,135590
"53 RALSTON AVE",12009.9987,9704.5011,368100,257669.99999999997,249300,174510
"54 RALSTON AVE",10173.0986,7968.356900000001,311800,218260,204700,143290
"56 RALSTON AVE",9174.7124,7080.821299999999,281200,196840,181900,127329.99999999999
"57 RALSTON AVE",10150.259699999999,7730.9022,311100,217770,198600,139020
"59 RALSTON AVE",10016.489,7197.602299999999,307000,214900,184900,129429.99999999999
"60 RALSTON AVE",10920.256899999998,9097.2399,334700,234289.99999999997,233700,163590
"63 RALSTON AVE",10231.8272,7473.984,313600,219520,192000,134400
"64 RALSTON AVE",11654.364399999999,10448.006800000001,357200,250039.99999999997,268400,187880
"68 RALSTON AVE",10952.883899999999,8914.283,335700,234989.99999999997,229000,160300
"72 RALSTON AVE",10052.3787,7544.0526,308100,215670,193800,135660
"75 RALSTON AVE",10734.282999999998,8739.1115,329000,230299.99999999997,224500,157150
"78 RALSTON AVE",9500.9824,7302.7052,291200,203840,187600,131320
"79 RALSTON AVE",9233.441,7115.855599999999,283000,198100,182800,127959.99999999999
"80 RALSTON AVE",8858.2305,7446.7351,271500,190050,191300,133910
"83 RALSTON AVE",10590.724199999999,8073.4598,324600,227220,207400,145180
"84 RALSTON AVE",10522.2075,8065.674400000001,322500,225750,207200,145040
"20 RANCH RD",15889.349,13145.647899999998,487000,340900,337700,236389.99999999997
"25 RANCH RD",16917.0995,12129.653199999999,518500,362950,311600,218120
"34 RANCH RD",16832.2693,11475.6796,515900,361130,294800,206360
"55 RANCH RD",17093.2853,12639.5969,523900,366730,324700,227290
"58 RANCH RD",14192.745,10747.7447,435000,304500,276100,193270
"61 RANCH RD",20724.6704,17369.2274,635200,444640,446200,312340
"62 RANCH RD",14519.015,10650.4272,445000,311500,273600,191520
"5 RAYZOE TR",10078.480300000001,8357.626900000001,308900,216230,214700,150290
"55 RAYZOE TR",12949.6563,10401.2944,396900,277830,267200,187040
"89 RAYZOE TR",13207.409599999999,10121.02,404800,283360,260000,182000
"109 RAYZOE TR",424.151,381.4846,13000,9100,9800,6860
"567 RAYZOE TR",12623.3863,9887.458,386900,270830,254000,177800
"6 READ RD",12623.3863,9377.5143,386900,270830,240900,168630
"9 READ RD",12359.1076,9361.9435,378800,265160,240500,168350
"10 READ RD",13054.062699999999,9965.312,400100,280070,256000,179200
"18 READ RD",11651.1017,8735.2188,357100,249969.99999999997,224400,157080
"26 READ RD",12143.7694,8840.321699999999,372200,260539.99999999997,227100,158970
"17 RED ROCK TR",9279.1188,7049.6797,284400,199080,181100,126769.99999999999
"18 RED ROCK TR",8434.0795,6251.6762,258500,180950,160600,112420
"23 RED ROCK TR",9608.6515,7259.885499999999,294500,206150,186500,130549.99999999999
"24 RED ROCK TR",8417.766,6356.7791,258000,180600,163300,114310
"27 RED ROCK TR",9624.965,7259.885499999999,295000,206500,186500,130549.99999999999
"30 RED ROCK TR",6590.654,5029.3684,202000,141400,129200,90440
"31 RED ROCK TR",9872.930199999999,7481.7694,302600,211820,192200,134540
"34 RED ROCK TR",8355.7747,6348.9937,256100,179270,163100,114170
"40 RED ROCK TR",8652.680400000001,6403.491499999999,265200,185640,164500,115149.99999999999
"41 RED ROCK TR",9967.5485,7793.1854,305500,213850,200200,140140
"49 RED ROCK TR",14101.3894,8739.1115,432200,302540,224500,157150
"50 RED ROCK TR",11468.390499999998,9346.3727,351500,246049.99999999997,240100,168070
"5 REMINGTON ST",5438.920899999999,3830.4168,166700,116689.99999999999,98400,68880
"9 REMINGTON ST",5494.386799999999,3686.3869,168400,117879.99999999999,94700,66290
"22 REMINGTON ST",6094.723599999999,3639.6744999999996,186800,130759.99999999999,93500,65449.99999999999
"11 RENIEW RD",11869.702599999997,9412.5486,363800,254659.99999999997,241800,169260
"23 RENIEW RD",11758.770799999998,8949.3173,360400,252279.99999999997,229900,160930
"34 RENIEW RD",12257.9639,9350.2654,375700,262990,240200,168140
"35 RENIEW RD",12822.411,10261.1572,393000,275100,263600,184520
"39 RENIEW RD",12727.7927,10128.805400000001,390100,273070,260200,182140
"40 RENIEW RD",12150.2948,9832.9602,372400,260679.99999999997,252600,176820
"51 RENIEW RD",11771.821599999997,9688.9303,360800,252559.99999999997,248900,174230
"56 RENIEW RD",12218.8115,9447.582900000001,374500,262150,242700,169890
"63 RENIEW RD",12186.184499999998,10339.011199999999,373500,261449.99999999997,265600,185920
"35 RENSHAW RD",11073.603799999999,8408.232,339400,237579.99999999997,216000,151200
"45 RENSHAW RD",10946.358499999998,8264.2021,335500,234849.99999999997,212300,148610
"48 RENSHAW RD",12558.132300000001,9918.5996,384900,269430,254800,178360
"55 RENSHAW RD",13546.7304,10541.4316,415200,290640,270800,189560
"57 RENSHAW RD",10528.7329,7956.6788,322700,225890,204400,143080
"58 RENSHAW RD",10949.6212,8275.8802,335600,234919.99999999997,212600,148820
"59 RENSHAW RD",10933.3077,8486.086,335100,234569.99999999997,218000,152600
"63 RENSHAW RD",9262.8053,7131.426399999999,283900,198730,183200,128239.99999999999
"65 RENSHAW RD",10470.0043,8454.9444,320900,224630,217200,152040
"68 RENSHAW RD",15445.621799999999,13702.303999999998,473400,331380,352000,246399.99999999997
"71 RENSHAW RD",11272.628499999999,8622.3305,345500,241849.99999999997,221500,155050
"73 RENSHAW RD",12140.5067,11144.8001,372100,260469.99999999997,286300,200410
"75 RENSHAW RD",11031.188699999999,8310.9145,338100,236669.99999999997,213500,149450
"80 RENSHAW RD",13288.9771,11615.8168,407300,285110,298400,208880
"85 RENSHAW RD",12329.7433,10027.5952,377900,264530,257600,180320
"90 RENSHAW RD",13200.884199999999,11833.808,404600,283220,304000,212800
"15 RENTELL RD",10241.615300000001,7952.786099999999,313900,219730,204300,143010
"25 RENTELL RD",9918.608,8112.3868,304000,212800,208400,145880
"40 RENTELL RD",13367.2819,11137.0147,409700,286790,286100,200270
"45 RENTELL RD",11044.239499999998,8108.4941,338500,236949.99999999997,208300,145810
"50 RENTELL RD",11781.609699999999,10377.938199999999,361100,252769.99999999997,266600,186620
"53 RENTELL RD",9014.8401,6882.293599999999,276300,193410,176800,123759.99999999999
"58 RENTELL RD",8486.2827,6547.5214,260100,182070,168200,117739.99999999999
"61 RENTELL RD",10580.936099999999,8396.5539,324300,227010,215700,150990
"66 RENTELL RD",10222.0391,7793.1854,313300,219310,200200,140140
"69 RENTELL RD",8571.1129,6664.3024,262700,183890,171200,119839.99999999999
"74 RENTELL RD",8329.6731,6812.2249999999995,255300,178710,175000,122499.99999999999
"77 RENTELL RD",9024.6282,6905.649799999999,276600,193620,177400,124179.99999999999
"82 RENTELL RD",9533.609400000001,7400.0227,292200,204540,190100,133070
