PER,JNL,SRC,EFF_DATE,REFERENCE,BEG_BALANCE,DEBITS,CREDITS,NET_CHANGE,END_BALANCE
8,43,GNI,02/02/24, 02022024-02022024,,.00,1699056.81,-91951227.85,
8,43,GNI,02/02/24, 02022024-02022024,,2527.80,0,-91948700.05,
8,44,GNI,02/05/24, 02052024-02052024,,.00,849012.44,-92797712.49,
8,45,GNI,02/06/24, 02062024-02062024,,.00,920370.29,-93718082.78,
8,45,GNI,02/06/24, 02062024-02062024,,25497.02,0,-93692585.76,
8,46,GNI,02/07/24, 02072024-02072024,,.00,228285.45,-93920871.21,
8,49,GEN,02/01/24,,,88780022.57,0,-5140848.64,
8,127,GNI,02/08/24, 02082024-02082024,,.00,8195632.29,-13336480.93,
8,129,GNI,02/09/24, 02092024-02092024,,.00,473218.3,-13809699.23,
8,129,GNI,02/09/24, 02092024-02092024,,28838.25,0,-13780860.98,
8,130,GNI,02/14/24, 02142024-02142024,,.00,761618.43,-14542479.41,
8,131,GNI,02/15/24, 02152024-02152024,,.00,54604.97,-14597084.38,
8,131,GNI,02/15/24, 02152024-02152024,,20890.56,0,-14576193.82,
8,132,GNI,02/16/24, 02162024-02162024,,.00,90622.9,-14666816.72,
8,132,GNI,02/16/24, 02162024-02162024,,36996.80,0,-14629819.92,
8,133,GNI,02/20/24, 02202024-02202024,,.00,116456.32,-14746276.24,
8,133,GNI,02/20/24, 02202024-02202024,,37221.50,0,-14709054.74,
8,237,GNI,02/27/24, 02272024-02272024,,.00,185793.48,-14894848.22,
8,238,GNI,02/21/24, 02212024-02212024,,.00,71057.43,-14965905.65,
8,238,GNI,02/21/24, 02212024-02212024,,9061.42,0,-14956844.23,
8,239,GNI,02/22/24, 02222024-02222024,,.00,123930.12,-15080774.35,
8,239,GNI,02/22/24, 02222024-02222024,,12076.44,0,-15068697.91,
8,240,GNI,02/23/24, 02222024-02222024,,.00,123930.12,-15192628.03,
8,240,GNI,02/23/24, 02222024-02222024,,12076.44,0,-15180551.59,
8,241,GNI,02/26/24, 02262024-02262024,,.00,220774.96,-15401326.55,
8,241,GNI,02/26/24, 02262024-02262024,,339.11,0,-15400987.44,
8,242,GNI,02/27/24, 02272024-02272024,,.00,185793.48,-15586780.92,
8,243,GNI,02/28/24, 02282024-02282024,,.00,102060.1,-15688841.02,
8,243,GNI,02/28/24, 02282024-02282024,,5144.40,0,-15683696.62,
8,244,GNI,02/29/24, 02292024-02292024,,.00,150649.52,-15834346.14,
8,266,GNI,02/23/24, TAXfix 02232024-02232024,,.00,431929.17,-16266275.31,
8,268,GRV,02/23/24,,,123930.12,0,-16142345.19,
8,268,GRV,02/23/24,,,.00,12076.44,-16154421.63,
9,149,GNI,03/01/24, 03012024-03012024,,.00,79299.99,-16233721.62,
9,149,GNI,03/01/24, 03012024-03012024,,15000.00,0,-16218721.62,
9,150,GNI,03/04/24, 03042024-03042024,,.00,116077.81,-16334799.43,
9,150,GNI,03/04/24, 03042024-03042024,,2000.00,0,-16332799.43,
9,151,GNI,03/05/24, 03052024-03052024,,.00,21843.96,-16354643.39,
9,151,GNI,03/05/24, 03052024-03052024,,45.00,0,-16354598.39,
9,152,GNI,03/07/24, 03072024-03072024,,.00,58948.24,-16413546.63,
9,153,GNI,03/08/24, 03082024-03082024,,.00,21423.65,-16434970.28,
9,154,GNI,03/11/24, 03112024-03112024,,.00,87405.64,-16522375.92,
9,155,GNI,03/12/24, 03122024-03122024,,.00,15913.09,-16538289.01,
9,156,GNI,03/13/24, 03132024-03132024,,.00,63939.49,-16602228.50,
9,213,GNI,03/14/24, 03142024-03142024,,.00,52817.26,-16655045.76,
9,214,GNI,03/15/24, 03152024-03152024,,.00,70953.64,-16725999.40,
9,215,GNI,03/18/24, 03182024-03182024,,.00,25643.52,-16751642.92,
9,216,GNI,03/19/24, 03192024-03192024,,.00,87942.42,-16839585.34,
9,218,GEN,03/21/24,,,11378641.21,0,-5460944.13,
9,489,GNI,03/06/24, 03062024-03062024,,.00,40371.03,-5501315.16,
10,156,GEN,04/28/24, Tax adjust to rev income,,7640375.22,0,2139060.06,
12,318,GNI,06/27/24, Tax 06272024-06272024,,.00,35706.67,2103353.39,
12,319,GNI,06/28/24, Tax 06282024-06282024,,.00,52352.22,2051001.17,
,12309-3505,,,,-2495583.37,285532213.12,283481211.95,2051001.17,-444582.2
001 -20-00-309-3505A -,,,,,,,,,
TAX OVERPAYMENT,,,12309 ,215252.43,,,,,
,,,12309-3505A ,215252.43 .00 .00 .00 -215252.43,,,,,
001 -20-00-310-3500 -,,,,,,,,,
DEFERRED REV. - PROPERTY TAXES,,,12310 ,8290433.51,,,,,
1,457,GEN,07/01/23, AJE 31,,.00,531174.3,-531174.30,
7,537,GNI,01/23/24, TAXfix 01232024-01232024,,1899500.28,0,1368325.98,
7,537,GNI,01/23/24, TAXfix 01232024-01232024,,.00,260.74,1368065.24,
10,292,GNI,04/25/24, chris 04252024-04252024,,309334.10,0,1677399.34,
10,293,GNI,04/26/24, chris 04262024-04262024,,17702.94,0,1695102.28,
10,294,GNI,04/29/24, chris 04292024-04292024,,64042.80,0,1759145.08,
10,295,GNI,04/30/24, chris 04302024-04302024,,75121.91,0,1834266.99,
10,297,GEN,04/30/24,,,.00,3921893.66,-2087626.67,
11,385,GNI,05/01/24, Tax 05012024-05012024,,62599.48,0,-2025027.19,
11,386,GNI,05/02/24, Tax 05022024-05022024,,54332.60,0,-1970694.59,
11,387,GNI,05/03/24, Tax 05032024-05032024,,19914.07,0,-1950780.52,
11,387,GNI,05/03/24, Tax 05032024-05032024,,.00,1310.56,-1952091.08,
11,388,GNI,05/06/24, Tax 05062024-05062024,,17719.74,0,-1934371.34,
11,389,GNI,05/07/24, Tax 05072024-05072024,,57557.02,0,-1876814.32,
11,390,GNI,05/08/24, Tax 05082024-05082024,,24708.55,0,-1852105.77,
11,391,GNI,05/09/24, Tax 05092024-05092024,,23380.85,0,-1828724.92,
11,392,GNI,05/10/24, Tax 05102024-05102024,,6547.78,0,-1822177.14,
11,393,GNI,05/13/24, Tax 05132024-05132024,,59057.22,0,-1763119.92,
11,393,GNI,05/13/24, Tax 05132024-05132024,,.00,282.4,-1763402.32,
11,394,GNI,05/14/24, Tax 05142024-05142024,,9044.69,0,-1754357.63,
11,395,GNI,05/15/24, Tax 05152024-05152024,,19591.66,0,-1734765.97,
11,395,GNI,05/15/24, Tax 05152024-05152024,,.00,3837,-1738602.97,
11,396,GNI,05/16/24, Tax 05162024-05162024,,22413.24,0,-1716189.73,
11,397,GNI,05/17/24, Tax 05172024-05172024,,44659.77,0,-1671529.96,
11,398,GNI,05/20/24, Tax 05202024-05202024,,29866.11,0,-1641663.85,
11,399,GNI,05/21/24, Tax 05212024-05212024,,20087.17,0,-1621576.68,
11,400,GNI,05/22/24, Tax 05222024-05222024,,108070.24,0,-1513506.44,
11,400,GNI,05/22/24, Tax 05222024-05222024,,.00,3384.21,-1516890.65,
11,401,GNI,05/23/24, Tax 05232024-05232024,,26431.03,0,-1490459.62,
11,401,GNI,05/23/24, Tax 05232024-05232024,,.00,547.24,-1491006.86,
11,402,GNI,05/24/24, Tax 05242024-05242024,,42820.70,0,-1448186.16,
11,403,GNI,05/28/24, Tax 05282024-05282024,,21978.36,0,-1426207.80,
11,404,GNI,05/29/24, Tax 05292024-05292024,,30694.76,0,-1395513.04,
11,405,GNI,05/30/24, Tax 05302024-05302024,,9622.31,0,-1385890.73,
12,302,GNI,06/03/24, Tax 06032024-06032024,,187480.00,0,-1198410.73,
12,302,GNI,06/03/24, Tax 06032024-06032024,,.00,5.6,-1198416.33,
12,303,GNI,06/04/24, Tax 06042024-06042024,,15772.08,0,-1182644.25,
12,304,GNI,06/05/24, Tax 06052024-06052024,,15492.84,0,-1167151.41,
12,305,GNI,06/06/24, Tax 06062024-06062024,,22814.52,0,-1144336.89,
12,305,GNI,06/06/24, Tax 06062024-06062024,,.00,3903.76,-1148240.65,
12,306,GNI,06/07/24, Tax 06072024-06072024,,19843.21,0,-1128397.44,
12,306,GNI,06/07/24, Tax 06072024-06072024,,.00,754.9,-1129152.34,
12,307,GNI,06/10/24, Tax 06102024-06102024,,28415.15,0,-1100737.19,
12,307,GNI,06/10/24, Tax 06102024-06102024,,.00,75.09,-1100812.28,
12,308,GNI,06/11/24, Tax 06112024-06112024,,4888.60,0,-1095923.68,
12,309,GNI,06/12/24, Tax 06122024-06122024,,4604.49,0,-1091319.19,
12,310,GNI,06/13/24, Tax 06132024-06132024,,25415.33,0,-1065903.86,
12,311,GNI,06/14/24, Tax 06142024-06142024,,12957.14,0,-1052946.72,
12,312,GNI,06/17/24, Tax 06172024-06172024,,166508.61,0,-886438.11,
12,312,GNI,06/17/24, Tax 06172024-06172024,,.00,6622.09,-893060.20,
12,313,GNI,06/18/24, Tax 06182024-06182024,,93913.30,0,-799146.90,
12,314,GNI,06/20/24, Tax 06202024-06202024,,24017.62,0,-775129.28,
12,315,GNI,06/24/24, Tax 06242024-06242024,,23556.67,0,-751572.61,
12,316,GNI,06/25/24, Tax 06252024-06252024,,11157.69,0,-740414.92,
12,317,GNI,06/26/24, Tax 06262024-06262024,,5284.30,0,-735130.62,
12,317,GNI,06/26/24, Tax 06262024-06262024,,.00,483,-735613.62,
12,318,GNI,06/27/24, Tax 06272024-06272024,,19705.36,0,-715908.26,
12,318,GNI,06/27/24, Tax 06272024-06272024,,.00,724.64,-716632.90,
12,319,GNI,06/28/24, Tax 06282024-06282024,,72836.14,0,-643796.76,
12,319,GNI,06/28/24, Tax 06282024-06282024,,.00,276.07,-644072.83,
12,320,GNI,06/21/24, Tax 06212024-06212024,,8291.12,0,-635781.71,
,12310-3500,,,,-8290433.51,3839753.55,4475535.26,-635781.71,-8926215.22
001 -20-00-310-3500A -,,,,,,,,,
DEFERRED REVENUE INTLIENSFEE,,,12310 ,4593743.16,,,,,
1,457,GEN,07/01/23, AJE 31,,.00,90185,-90185.00,
,,,12310-3500A ,4593743.16 .00 90185.00 -90185.00 -4683928.16,,,,,
001 -20-00-310-3506 -,,,,,,,,,
DEFERRED REV-PROP TAX SUSPENSE,,,12310 ,3169704.24,,,,,
1,352,GNI,07/03/23, Tax rg 07032023-07032023,,27005.35,0,27005.35,
1,354,GNI,07/05/23, Tax rg 07052023-07052023,,9344.65,0,36350.00,
1,355,GNI,07/06/23, Tax rg 07062023-07062023,,23538.35,0,59888.35,
1,356,GNI,07/07/23, Tax rg 07072023-07072023,,10515.86,0,70404.21,
1,357,GNI,07/10/23, Tax rg 07102023-07102023,,21091.42,0,91495.63,
1,357,GNI,07/10/23, Tax rg 07102023-07102023,,.00,200,91295.63,
1,358,GNI,07/11/23, Tax rg 07112023-07112023,,5778.71,0,97074.34,
1,359,GNI,07/12/23, Tax rg 07122023-07122023,,4654.07,0,101728.41,
1,360,GNI,07/13/23, Tax rg 07132023-07132023,,5662.95,0,107391.36,
1,361,GNI,07/14/23, Tax rg 07142023-07142023,,7032.57,0,114423.93,
1,363,GNI,07/17/23, Tax rg 07172023-07172023,,8783.98,0,123207.91,
1,364,GNI,07/18/23, Tax rg 07182023-07182023,,55730.99,0,178938.90,
1,364,GNI,07/18/23, Tax rg 07182023-07182023,,.00,2053.05,176885.85,
1,365,GNI,07/19/23, Tax rg 07192023-07192023,,7117.00,0,184002.85,
1,366,GNI,07/20/23, Tax rg 07202023-07202023,,4712.17,0,188715.02,
1,367,GNI,07/21/23, Tax rg 07212023-07212023,,13961.47,0,202676.49,
1,368,GNI,07/24/23, Tax rg 07242023-07242023,,8027.12,0,210703.61,
1,369,GNI,07/25/23, Tax rg 07252023-07252023,,6396.89,0,217100.50,
1,370,GNI,07/26/23, Tax rg 07262023-07262023,,11282.83,0,228383.33,
1,371,GNI,07/27/23, Tax rg 07272023-07272023,,7866.26,0,236249.59,
1,371,GNI,07/27/23, Tax rg 07272023-07272023,,.00,159,236090.59,
1,372,GNI,07/31/23, Tax rg 07312023-07312023,,13144.75,0,249235.34,
1,456,GNI,07/28/23, chris 07282023-07282023,,5031.32,0,254266.66,
2,282,GNI,08/01/23, Tax rg 08012023-08012023,,11749.94,0,266016.60,
2,282,GNI,08/01/23, Tax rg 08012023-08012023,,.00,2.93,266013.67,
2,283,GNI,08/02/23, Tax rg 08022023-08022023,,8177.79,0,274191.46,
2,283,GNI,08/02/23, Tax rg 08022023-08022023,,.00,279670.87,-5479.41,
2,284,GNI,08/03/23, Tax rg 08032023-08032023,,13419.89,0,7940.48,
2,285,GNI,08/04/23, Tax rg 08042023-08042023,,14664.24,0,22604.72,
2,286,GNI,08/07/23, Tax rg 08072023-08072023,,22334.88,0,44939.60,
2,287,GNI,08/08/23, Tax rg 08082023-08082023,,11485.08,0,56424.68,
2,288,GNI,08/09/23, Tax rg 08092023-08092023,,12682.99,0,69107.67,
2,289,GNI,08/10/23, Tax rg 08102023-08102023,,16276.12,0,85383.79,
2,290,GNI,08/11/23, Tax rg 08112023-08112023,,13146.06,0,98529.85,
2,291,GNI,08/14/23, Tax rg 08142023-08142023,,10471.62,0,109001.47,
2,292,GNI,08/15/23, Tax rg 08152023-08152023,,25485.39,0,134486.86,
2,293,GNI,08/16/23, Tax rg 08162023-08162023,,6793.90,0,141280.76,
2,293,GNI,08/16/23, Tax rg 08162023-08162023,,.00,650.92,140629.84,
2,294,GNI,08/17/23, Tax rg 08172023-08172023,,5764.86,0,146394.70,
2,295,GNI,08/18/23, Tax rg 08182023-08182023,,45761.90,0,192156.60,
2,296,GNI,08/21/23, Tax rg 08212023-08212023,,4754.37,0,196910.97,
2,297,GNI,08/22/23, Tax rg 08222023-08222023,,2689.80,0,199600.77,
2,298,GNI,08/23/23, Tax rg 08232023-08232023,,8916.06,0,208516.83,
2,299,GNI,08/24/23, Tax rg 08242023-08242023,,10677.83,0,219194.66,
2,300,GNI,08/25/23, Tax rg 08252023-08252023,,5379.30,0,224573.96,
2,300,GNI,08/25/23, Tax rg 08252023-08252023,,.00,9155.78,215418.18,
2,301,GNI,08/28/23, Tax rg 08282023-08282023,,4852.59,0,220270.77,
2,302,GNI,08/29/23, Tax rg 08292023-08292023,,6180.04,0,226450.81,
2,303,GNI,08/30/23, Tax rg 08302023-08302023,,7048.84,0,233499.65,
2,304,GNI,08/31/23, Tax rg 08312023-08312023,,6572.44,0,240072.09,
3,295,GNI,09/01/23, 09012023-09012023,,15511.04,0,255583.13,
3,296,GNI,09/05/23, 09052023-09052023,,7239.36,0,262822.49,
3,297,GNI,09/06/23, 09062023-09062023,,2034.81,0,264857.30,
3,298,GNI,09/07/23, 09072023-09072023,,26441.74,0,291299.04,
3,299,GNI,09/08/23, 09082023-09082023,,10261.73,0,301560.77,
3,300,GNI,09/11/23, 09112023-09112023,,13476.51,0,315037.28,
3,301,GNI,09/12/23, 09122023-09122023,,3588.81,0,318626.09,
3,302,GNI,09/13/23, 09132023-09132023,,7714.03,0,326340.12,
3,303,GNI,09/14/23, 09132023-09132023,,7714.03,0,334054.15,
3,304,GNI,09/15/23, 09152023-09152023,,4900.44,0,338954.59,
3,306,GNI,09/18/23, 09182023-09182023,,17083.81,0,356038.40,
3,307,GNI,09/19/23, 09192023-09192023,,103557.66,0,459596.06,
3,308,GNI,09/20/23, 09202023-09202023,,7888.56,0,467484.62,
3,309,GNI,09/21/23, 09212023-09212023,,8372.40,0,475857.02,
3,310,GNI,09/22/23, 09222023-09222023,,2789.09,0,478646.11,
3,311,GNI,09/25/23, 09252023-09252023,,25346.50,0,503992.61,
3,312,GNI,09/26/23, 09262023-09262023,,13144.45,0,517137.06,
3,313,GNI,09/27/23, 09272023-09272023,,2247.22,0,519384.28,
3,314,GNI,09/28/23, 09282023-09282023,,58735.60,0,578119.88,
3,315,GNI,09/29/23, 09292023-09292023,,20789.79,0,598909.67,
3,351,GNI,09/14/23, chris 09142023-09142023,,4449.35,0,603359.02,
3,353,GRV,09/14/23,,,.00,7714.03,595644.99,
4,382,GNI,10/02/23, 10022023-10022023,,8700.33,0,604345.32,
4,383,GNI,10/03/23, 10032023-10032023,,2856.54,0,607201.86,
4,384,GNI,10/04/23, 10042023-10042023,,4171.88,0,611373.74,
4,385,GNI,10/05/23, 10052023-10052023,,1780.31,0,613154.05,
4,386,GNI,10/06/23, 10062023-10062023,,26775.14,0,639929.19,
4,387,GNI,10/10/23, 10102023-10102023,,12339.26,0,652268.45,
4,388,GNI,10/11/23, 10112023-10112023,,51950.12,0,704218.57,
4,389,GNI,10/12/23, 10122023-10122023,,21939.98,0,726158.55,
4,390,GNI,10/13/23, 10132023-10132023,,5683.20,0,731841.75,
4,391,GNI,10/16/23, 10162023-10162023,,115952.01,0,847793.76,
4,392,GNI,10/17/23, 10172023-10172023,,4436.78,0,852230.54,
4,393,GNI,10/18/23, 10182023-10182023,,2424.98,0,854655.52,
4,393,GNI,10/18/23, 10182023-10182023,,.00,18090.37,836565.15,
4,394,GNI,10/19/23, 10192023-10192023,,55844.18,0,892409.33,
4,395,GNI,10/20/23, 10202023-10202023,,11168.38,0,903577.71,
4,395,GNI,10/20/23, 10202023-10202023,,.00,6598.32,896979.39,
4,396,GNI,10/23/23, 10232023-10232023,,18738.75,0,915718.14,
4,397,GNI,10/24/23, 10242023-10242023,,3016.91,0,918735.05,
4,398,GNI,10/25/23, 10252023-10252023,,8517.44,0,927252.49,
4,399,GNI,10/26/23, 10262023-10262023,,5589.95,0,932842.44,
4,400,GNI,10/27/23, 10272023-10272023,,3174.66,0,936017.10,
4,401,GNI,10/30/23, 10302023-10302023,,25520.75,0,961537.85,
4,402,GNI,10/31/23, 10312023-10312023,,34694.89,0,996232.74,
5,191,GNI,11/01/23, 11012023-11012023,,12273.19,0,1008505.93,
5,192,GNI,11/02/23, 11022023-11022023,,1855.44,0,1010361.37,
5,193,GNI,11/03/23, 11032023-11032023,,9658.74,0,1020020.11,
5,194,GNI,11/06/23, 11062023-11062023,,11032.78,0,1031052.89,
5,195,GNI,11/08/23, 11082023-11082023,,4635.42,0,1035688.31,
5,196,GNI,11/09/23, 11092023-11092023,,2442.72,0,1038131.03,
5,197,GNI,11/13/23, 11132023-11132023,,5233.01,0,1043364.04,
5,197,GNI,11/13/23, 11132023-11132023,,.00,26906.12,1016457.92,
5,198,GNI,11/14/23, 11142023-11142023,,8994.77,0,1025452.69,
5,200,GNI,11/15/23, 11152023-11152023,,6262.76,0,1031715.45,
5,201,GNI,11/16/23, 11162023-11162023,,1731.98,0,1033447.43,
5,202,GNI,11/17/23, 11172023-11172023,,48413.82,0,1081861.25,
5,203,GNI,11/20/23, 11202023-11202023,,10320.30,0,1092181.55,
5,205,GNI,11/22/23, 11222023-11222023,,2494.28,0,1094675.83,
5,207,GNI,11/27/23, 11272023-11272023,,20860.29,0,1115536.12,
5,208,GNI,11/28/23, 11282023-11282023,,14925.80,0,1130461.92,
5,209,GNI,11/29/23, 11292023-11292023,,9882.54,0,1140344.46,
5,210,GNI,11/30/23, 11302023-11302023,,5963.51,0,1146307.97,
5,330,GNI,11/07/23, chris 11072023-11072023,,9749.05,0,1156057.02,
6,309,GNI,12/05/23, 12052023-12052023,,21384.96,0,1177441.98,
6,310,GNI,12/01/23, 12012023-12012023,,7762.49,0,1185204.47,
6,311,GNI,12/04/23, 12042023-12042023,,20034.14,0,1205238.61,
6,312,GNI,12/06/23, 12062023-12062023,,14988.29,0,1220226.90,
6,313,GNI,12/07/23, 12072023-12072023,,616.99,0,1220843.89,
6,314,GNI,12/08/23, 12082023-12082023,,14300.97,0,1235144.86,
6,315,GNI,12/11/23, 12112023-12112023,,10822.06,0,1245966.92,
6,316,GNI,12/12/23, 12122023-12122023,,31312.94,0,1277279.86,
6,317,GNI,12/13/23, 12132023-12132023,,12502.12,0,1289781.98,
6,319,GNI,12/18/23, 12182023-12182023,,2755.90,0,1292537.88,
6,320,GNI,12/19/23, 12192023-12192023,,7721.94,0,1300259.82,
6,321,GNI,12/20/23, 12202023-12202023,,1583.86,0,1301843.68,
6,322,GNI,12/21/23, 12212023-12212023,,1219.72,0,1303063.40,
6,323,GNI,12/22/23, 12222023-12222023,,141828.60,0,1444892.00,
6,324,GNI,12/26/23, 12262023-12262023,,66282.56,0,1511174.56,
6,325,GNI,12/27/23, 12272023-12272023,,4389.20,0,1515563.76,
6,326,GNI,12/28/23, 12282023-12282023,,1684.14,0,1517247.90,
6,327,GNI,12/29/23, 12292023-12292023,,1283.96,0,1518531.86,
6,342,GNI,12/15/23, chris 12152023-12152023,,6672.32,0,1525204.18,
7,397,GNI,01/01/24, 01022024-01022024,,286.65,0,1525490.83,
7,398,GNI,01/03/24, 01032024-01032024,,39374.83,0,1564865.66,
7,399,GNI,01/08/24, 01082024-01082024,,4189.71,0,1569055.37,
7,400,GNI,01/09/24, 01092024-01092024,,185.92,0,1569241.29,
7,400,GNI,01/09/24, 01092024-01092024,,.00,7032.01,1562209.28,
7,401,GNI,01/10/24, 01102024-01102024,,3866.71,0,1566075.99,
7,402,GNI,01/11/24, 01112024-01112024,,26273.63,0,1592349.62,
7,403,GNI,01/12/24, 01122024-01122024,,1711.56,0,1594061.18,
7,403,GNI,01/12/24, 01122024-01122024,,.00,164.25,1593896.93,
7,404,GNI,01/16/24, 01162024-01162024,,7400.33,0,1601297.26,
7,405,GNI,01/17/24, 01172024-01172024,,3380.68,0,1604677.94,
7,406,GNI,01/18/24, 01182024-01182024,,213257.07,0,1817935.01,
7,406,GNI,01/18/24, 01182024-01182024,,.00,3837,1814098.01,
7,407,GNI,01/19/24, 01192024-01192024,,1451.24,0,1815549.25,
7,407,GNI,01/19/24, 01192024-01192024,,.00,66.44,1815482.81,
7,408,GNI,01/22/24, 01222024-01222024,,8427.68,0,1823910.49,
7,409,GNI,01/24/24, 01242024-01242024,,701.31,0,1824611.80,
7,410,GNI,01/25/24, 01252024-01252024,,13418.34,0,1838030.14,
7,411,GNI,01/26/24, 01262024-01262024,,1402.44,0,1839432.58,
7,412,GNI,01/29/24, 01292024-01292024,,12052.50,0,1851485.08,
7,413,GNI,01/30/24, 01302024-01302024,,1005.82,0,1852490.90,
7,413,GNI,01/30/24, 01302024-01302024,,.00,5340.15,1847150.75,
7,414,GNI,01/31/24, 01312024-01312024,,8417.50,0,1855568.25,
7,524,GNI,01/04/24, chris 01042024-01042024,,7701.67,0,1863269.92,
7,525,GNI,01/05/24, chris 01052024-01052024,,17330.85,0,1880600.77,
8,42,GNI,02/01/24, 02012024-02012024,,116035.33,0,1996636.10,
8,43,GNI,02/02/24, 02022024-02022024,,12046.95,0,2008683.05,
8,44,GNI,02/05/24, 02052024-02052024,,3320.55,0,2012003.60,
8,45,GNI,02/06/24, 02062024-02062024,,7018.73,0,2019022.33,
8,46,GNI,02/07/24, 02072024-02072024,,7348.91,0,2026371.24,
8,127,GNI,02/08/24, 02082024-02082024,,4532.42,0,2030903.66,
8,129,GNI,02/09/24, 02092024-02092024,,390.11,0,2031293.77,
8,130,GNI,02/14/24, 02142024-02142024,,1429.13,0,2032722.90,
8,131,GNI,02/15/24, 02152024-02152024,,6411.42,0,2039134.32,
8,132,GNI,02/16/24, 02162024-02162024,,1814.48,0,2040948.80,
8,133,GNI,02/20/24, 02202024-02202024,,101600.43,0,2142549.23,
8,237,GNI,02/27/24, 02272024-02272024,,641.58,0,2143190.81,
8,238,GNI,02/21/24, 02212024-02212024,,599.41,0,2143790.22,
8,239,GNI,02/22/24, 02222024-02222024,,8422.41,0,2152212.63,
8,240,GNI,02/23/24, 02222024-02222024,,8422.41,0,2160635.04,
8,242,GNI,02/27/24, 02272024-02272024,,641.58,0,2161276.62,
8,243,GNI,02/28/24, 02282024-02282024,,439.77,0,2161716.39,
8,244,GNI,02/29/24, 02292024-02292024,,17993.89,0,2179710.28,
8,266,GNI,02/23/24, TAXfix 02232024-02232024,,1811.70,0,2181521.98,
8,268,GRV,02/23/24,,,.00,8422.41,2173099.57,
9,149,GNI,03/01/24, 03012024-03012024,,4636.93,0,2177736.50,
9,150,GNI,03/04/24, 03042024-03042024,,5950.24,0,2183686.74,
9,151,GNI,03/05/24, 03052024-03052024,,1513.63,0,2185200.37,
9,152,GNI,03/07/24, 03072024-03072024,,12466.08,0,2197666.45,
9,154,GNI,03/11/24, 03112024-03112024,,6266.37,0,2203932.82,
9,155,GNI,03/12/24, 03122024-03122024,,1194.66,0,2205127.48,
9,213,GNI,03/14/24, 03142024-03142024,,4751.85,0,2209879.33,
9,213,GNI,03/14/24, 03142024-03142024,,.00,3437.19,2206442.14,
9,215,GNI,03/18/24, 03182024-03182024,,721.34,0,2207163.48,
9,216,GNI,03/19/24, 03192024-03192024,,29676.19,0,2236839.67,
9,217,GNI,03/20/24, 03202024-03202024,,49480.99,0,2286320.66,
9,388,GNI,03/21/24, 03212024-03212024,,85810.83,0,2372131.49,
9,388,GNI,03/21/24, 03212024-03212024,,.00,5573.06,2366558.43,
9,389,GNI,03/22/24, 03222024-03222024,,67566.28,0,2434124.71,
9,389,GNI,03/22/24, 03222024-03222024,,.00,5521.66,2428603.05,
9,390,GNI,03/25/24, 03252024-03252024,,199880.12,0,2628483.17,
9,391,GNI,03/26/24, 03262024-03262024,,52318.09,0,2680801.26,
9,392,GNI,03/27/24, 03272024-03272024,,63830.77,0,2744632.03,
9,393,GNI,03/28/24, 03282024-03282024,,97731.89,0,2842363.92,
9,393,GNI,03/28/24, 03282024-03282024,,.00,3837,2838526.92,
9,489,GNI,03/06/24, 03062024-03062024,,2341.60,0,2840868.52,
10,85,GNI,04/01/24, 04012024-04012024,,184535.98,0,3025404.50,
10,86,GNI,04/02/24, 04022024-04022024,,70717.12,0,3096121.62,
10,87,GNI,04/03/24, 04032024-04032024,,17851.87,0,3113973.49,
10,88,GNI,04/04/24, 04042024-04042024,,68626.61,0,3182600.10,
10,89,GNI,04/05/24, 04052024-04052024,,90986.24,0,3273586.34,
10,90,GNI,04/08/24, 04082024-04082024,,88569.66,0,3362156.00,
10,91,GNI,04/09/24, 04092024-04092024,,7470.49,0,3369626.49,
10,92,GNI,04/10/24, 04102024-04102024,,29162.28,0,3398788.77,
10,93,GNI,04/11/24, 04112024-04112024,,44717.19,0,3443505.96,
10,120,GNI,04/12/24, chris 04122024-04122024,,8213.37,0,3451719.33,
10,120,GNI,04/12/24, chris 04122024-04122024,,.00,6198.54,3445520.79,
10,121,GNI,04/15/24, chris 04152024-04152024,,29629.75,0,3475150.54,
10,122,GNI,04/16/24, chris 04162024-04162024,,14754.51,0,3489905.05,
10,123,GNI,04/17/24, chris 04172024-04172024,,8424.16,0,3498329.21,
10,124,GNI,04/18/24, chris 04182024-04182024,,146779.22,0,3645108.43,
10,125,GNI,04/19/24, chris 04192024-04192024,,18926.54,0,3664034.97,
10,126,GNI,04/22/24, chris 04222024-04222024,,47378.63,0,3711413.60,
10,154,GNI,04/23/24, chris 04232024-04232024,,52589.47,0,3764003.07,
10,155,GNI,04/24/24, chris 04242024-04242024,,20200.32,0,3784203.39,
10,155,GNI,04/24/24, chris 04242024-04242024,,.00,642.71,3783560.68,
10,297,GEN,04/30/24,,,.00,3549610.5,233950.18,
11,388,GNI,05/06/24, Tax 05062024-05062024,,196.41,0,234146.59,
11,400,GNI,05/22/24, Tax 05222024-05222024,,3928.65,0,238075.24,
12,313,GNI,06/18/24, Tax 06182024-06182024,,5001.12,0,243076.36,
,12310-3506,,,,-3169704.24,4193960.67,3950884.31,243076.36,-2926627.88
001 -20-00-312-3508 -,,,,,,,,,
DEFERRED REVENUE - OTHER,,,12312 ,562445.39,,,,,
,12312-3508,,,,-562445.39,.00,0,.00,-562445.39
001 -20-00-314-3107 -,,,,,,,,,
ENCUMBRANCES,,,12314,330590.32,,,,,
1,2,POE,07/31/23,,,111.10,0,111.10,
1,3,POE,07/31/23,,,350.00,0,461.10,
