address,appraisal,sale_date,sale_price,use_code,use_description,zone,neighborhood,acres,land_value,style,model,grade,hist_land_value,hist_total_value,street_url,status
72 LEONARD RD ,269500,04/05/2012,145000,1010,Single Fam M01,R4,80,0.3,78200,Cape Cod,Residential,C,49800,175800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEONARD%20RD,success
75 LEONARD RD ,295300,06/04/2008,259900,1010,Single Fam M01,R4,80,0.26,76500,Colonial,Residential,C,48700,200600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEONARD%20RD,success
81 LEONARD RD ,306900,05/06/2021,292000,1010,Single Fam M01,R4,80,0.29,77800,Cape Cod,Residential,C,49500,196100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEONARD%20RD,success
82 LEONARD RD ,292700,07/08/1992,159900,1010,Single Fam M01,R4,80,0.24,75200,Colonial,Residential,C,47900,204800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEONARD%20RD,success
89 LEONARD RD ,340200,03/25/2024,0,1010,Single Fam M01,R4,80,0.3,78200,Colonial,Residential,C,49800,227800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEONARD%20RD,success
92 LEONARD RD ,304100,11/15/2002,0,1010,Single Fam M01,R4,80,0.24,75200,Colonial,Residential,C,47900,184400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEONARD%20RD,success
95 LEONARD RD,298000,06/03/2013,117500,1010,Single Fam M01,R4,80,0.48,86000,Ranch,Residential,C,54800,189000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEONARD%20RD,success
102 LEONARD RD ,330900,07/27/1999,130000,1010,Single Fam M01,R4,80,0.27,76900,Colonial,Residential,C,49000,195600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEONARD%20RD,success
107 LEONARD RD ,338900,07/17/1986,0,1010,Single Fam M01,R4,80,0.22,73600,Ranch,Residential,C +,46900,215900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEONARD%20RD,success
114 LEONARD RD ,328700,05/15/2000,140000,1010,Single Fam M01,R4,80,0.3,78200,Cape Cod,Residential,C +,49800,197300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEONARD%20RD,success
117 LEONARD RD ,294200,07/26/2012,169100,1010,Single Fam M01,R4,80,0.31,78700,Ranch,Residential,C,50100,195700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEONARD%20RD,success
124 LEONARD RD ,292400,10/18/2017,210000,1010,Single Fam M01,R4,80,0.3,78200,Ranch,Residential,C,49800,187700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEONARD%20RD,success
125 LEONARD RD ,281600,07/30/2013,145350,1010,Single Fam M01,R4,80,0.29,77800,Ranch,Residential,C,49500,174700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEONARD%20RD,success
129 LEONARD RD,270300,10/21/2021,135000,1010,Single Fam M01,R4,80,0.26,76500,Ranch,Residential,C,48700,173000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEONARD%20RD,success
136 LEONARD RD ,321900,08/31/2004,241900,1010,Single Fam M01,R4,80,0.47,85600,Ranch,Residential,C,54500,198200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEONARD%20RD,success
137 LEONARD RD ,258400,06/01/2015,180000,1010,Single Fam M01,R4,80,0.24,75200,Ranch,Residential,C,47900,162600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEONARD%20RD,success
146 LEONARD RD ,359300,04/25/2017,180000,1010,Single Fam M01,R4,80,0.38,81700,Ranch,Residential,C +,52000,224100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEONARD%20RD,success
151 LEONARD RD ,350400,04/02/2024,319900,1010,Single Fam M01,R4,80,0.48,86000,Colonial,Residential,C +,54800,231800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEONARD%20RD,success
156 LEONARD RD ,297600,09/13/2024,0,1010,Single Fam M01,R4,80,0.4,82600,Ranch,Residential,C,52600,184400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEONARD%20RD,success
162 LEONARD RD ,278400,12/15/2004,204050,1010,Single Fam M01,R4,80,0.56,88300,Ranch,Residential,C,56300,179400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEONARD%20RD,success
16 LEXINGTON ST ,509900,03/08/2022,407500,1040,Two Family M01,R5,50,0.14,59900,Multi Family,Multi-Family,C,38200,374600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEXINGTON%20ST,success
17 LEXINGTON ST ,433700,11/04/2021,0,1050,Three Fam M01,R5,50,0.12,57600,Multi Family,Residential,C,36700,256100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEXINGTON%20ST,success
20 LEXINGTON ST ,418200,02/09/2006,330000,1050,Three Fam M01,R5,50,0.14,59900,Multi Family,Residential,C,38200,259900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEXINGTON%20ST,success
21 LEXINGTON ST ,421900,10/11/1989,90000,1050,Three Fam M01,R5,50,0.12,57600,Multi Family,Residential,C,36700,245800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEXINGTON%20ST,success
25 LEXINGTON ST ,343600,02/22/2011,89900,1040,Two Family M01,R5,50,0.12,57600,Multi Family,Residential,C,36700,212300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEXINGTON%20ST,success
26 LEXINGTON ST ,240100,04/09/2021,255000,1010,Single Fam M01,R5,50,0.14,59900,Colonial,Residential,C +,38200,146800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEXINGTON%20ST,success
30 LEXINGTON ST ,277500,09/16/2005,213000,1010,Single Fam M01,R5,50,0.14,59900,Cape Cod,Residential,C,38200,180100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEXINGTON%20ST,success
31 LEXINGTON ST ,478900,08/22/2024,480000,1050,Three Fam M01,R5,50,0.13,58800,Multi Family,Residential,C +,37400,233100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEXINGTON%20ST,success
35 LEXINGTON ST ,362500,08/08/2022,365000,1040,Two Family M01,R5,50,0.13,58800,Multi Family,Residential,C,37400,220800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEXINGTON%20ST,success
36 LEXINGTON ST ,265800,05/07/2018,169000,1010,Single Fam M01,R5,50,0.14,59900,Colonial,Residential,C,38200,173100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEXINGTON%20ST,success
39 LEXINGTON ST ,250200,01/16/2008,0,1010,Single Fam M01,R5,50,0.1,55300,Bungalow,Residential,C,35200,144300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEXINGTON%20ST,success
40 LEXINGTON ST ,266400,03/24/2016,0,1010,Single Fam M01,R5,50,0.14,59900,Colonial,Residential,C,38200,180100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEXINGTON%20ST,success
43 LEXINGTON ST ,257200,03/13/1998,77000,1010,Single Fam M01,R5,50,0.1,55300,Bungalow,Residential,C,35200,147400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEXINGTON%20ST,success
46 LEXINGTON ST ,393600,06/18/2012,0,1040,Two Family M01,R5,50,0.14,59900,Multi Family,Residential,C +,38200,235600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEXINGTON%20ST,success
47 LEXINGTON ST ,232800,02/25/2004,0,1010,Single Fam M01,R5,50,0.11,56500,Bungalow,Residential,C,36000,125900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEXINGTON%20ST,success
51 LEXINGTON ST ,250600,01/16/2020,108150,1010,Single Fam M01,R5,50,0.11,56500,Bungalow,Residential,C,36000,134700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEXINGTON%20ST,success
52 LEXINGTON ST ,289100,04/02/2018,105000,1010,Single Fam M01,R5,50,0.14,59900,Colonial,Residential,C,38200,189900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEXINGTON%20ST,success
54 LEXINGTON ST ,284200,07/26/2021,275000,1010,Single Fam M01,R5,50,0.14,59900,Colonial,Residential,C,38200,187200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEXINGTON%20ST,success
55 LEXINGTON ST,242400,03/09/2018,157000,1010,Single Fam M01,R5,50,0.11,56500,Bungalow,Residential,C,36000,133000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEXINGTON%20ST,success
60 LEXINGTON ST ,238100,08/15/2003,137500,1010,Single Fam M01,R5,50,0.07,51900,Old Style,Residential,C,33000,138500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEXINGTON%20ST,success
61 LEXINGTON ST ,322000,11/21/2018,204900,1040,Two Family M01,R5,50,0.14,59900,Multi Family,Residential,C,38200,192300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEXINGTON%20ST,success
64 LEXINGTON ST ,514800,12/27/2021,0,1050,Three Fam M01,R5,50,0.14,59900,Multi Family,Residential,C,38200,302400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEXINGTON%20ST,success
67 LEXINGTON ST ,465800,11/10/2020,0,1050,Three Fam M01,R5,50,0.15,61000,Multi Family,Residential,C,38900,288700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEXINGTON%20ST,success
71 LEXINGTON ST ,284300,03/06/1973,0,1040,Two Family M01,R5,50,0.18,63300,Multi Family,Residential,C,40300,170900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEXINGTON%20ST,success
75 LEXINGTON ST ,281500,01/31/2017,0,1010,Single Fam M01,R5,50,0.16,61800,Bungalow,Residential,C,39400,204900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEXINGTON%20ST,success
79 LEXINGTON ST ,276500,12/07/2018,180000,1010,Single Fam M01,R5,50,0.11,56500,Colonial,Residential,C,36000,190000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEXINGTON%20ST,success
83 LEXINGTON ST ,256100,03/29/2006,0,1010,Single Fam M01,R5,50,0.11,56500,Colonial,Residential,C,36000,163800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEXINGTON%20ST,success
84 LEXINGTON ST ,458500,10/15/2021,260000,1050,Three Fam M01,R5,50,0.16,61800,Multi Family,Residential,C,39400,250800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEXINGTON%20ST,success
87 LEXINGTON ST ,248900,11/02/1993,107000,1010,Single Fam M01,R5,50,0.11,56500,Colonial,Residential,C,36000,160400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEXINGTON%20ST,success
90 LEXINGTON ST ,256200,12/30/2020,0,1010,Single Fam M01,R5,50,0.12,57600,Colonial,Residential,C,36700,169800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEXINGTON%20ST,success
91 LEXINGTON ST ,237800,02/16/2016,99900,1010,Single Fam M01,R5,50,0.11,56500,Colonial,Residential,C,36000,156000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEXINGTON%20ST,success
95 LEXINGTON ST ,259600,06/18/2019,0,1010,Single Fam M01,R5,50,0.19,64000,Colonial,Residential,C,40800,167100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LEXINGTON%20ST,success
5 LILAC AVE ,281000,06/16/2021,257500,1010,Single Fam M01,R4,63,0.09,78300,Colonial,Residential,C,53700,184700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LILAC%20AVE,success
14 LILAC AVE ,285900,12/11/1997,91800,1010,Single Fam M01,R5,63,0.09,78300,Old Style,Residential,C +,53700,175500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LILAC%20AVE,success
15 LILAC AVE ,300300,11/03/2016,225000,1010,Single Fam M01,R4,63,0.13,84900,Old Style,Residential,C,58200,193200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LILAC%20AVE,success
18 LILAC AVE ,272300,10/21/2003,181000,1010,Single Fam M01,R5,63,0.11,81600,Old Style,Residential,C,55900,167200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LILAC%20AVE,success
21 LILAC AVE ,255800,04/22/2004,0,1010,Single Fam M01,R4,63,0.09,78300,Colonial,Residential,C,53700,167700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LILAC%20AVE,success
22 LILAC AVE ,313900,09/06/2022,350000,1010,Single Fam M01,R5,63,0.11,81600,Colonial,Residential,C +,55900,212600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LILAC%20AVE,success
25 LILAC AVE ,249400,07/11/2018,160000,1010,Single Fam M01,R4,63,0.09,78300,Old Style,Residential,C,53700,156500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LILAC%20AVE,success
28 LILAC AVE ,261100,06/28/2021,270000,1010,Single Fam M01,R5,63,0.11,81600,Old Style,Residential,C,55900,157000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LILAC%20AVE,success
32 LILAC AVE ,300400,02/27/2017,0,1010,Single Fam M01,R5,63,0.11,81600,Colonial,Residential,C,55900,207300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LILAC%20AVE,success
38 LILAC AVE ,273700,07/08/1997,0,1010,Single Fam M01,R5,63,0.09,78300,Old Style,Residential,C,53700,171800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LILAC%20AVE,success
42 LILAC AVE ,289500,01/29/2016,226000,1010,Single Fam M01,R5,63,0.09,78300,Old Style,Residential,C,53700,187300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LILAC%20AVE,success
45 LILAC AVE ,316900,03/30/2020,220000,1010,Single Fam M01,R4,63,0.1,79900,Cape Cod,Residential,C +,54800,210300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LILAC%20AVE,success
46 LILAC AVE ,251500,12/01/1994,0,1010,Single Fam M01,R5,63,0.09,78300,Old Style,Residential,C,53700,157400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LILAC%20AVE,success
49 LILAC AVE ,284200,02/26/1974,0,1010,Single Fam M01,R4,63,0.1,79900,Colonial,Residential,C,54800,187700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LILAC%20AVE,success
50 LILAC AVE ,244700,10/04/2011,134000,1010,Single Fam M01,R5,63,0.09,78300,Cape Cod,Residential,C,53700,164800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LILAC%20AVE,success
52 LILAC AVE ,266400,08/29/2022,0,1040,Two Family M01,R5,63,0.1,79900,Duplex,Residential,C,54800,179500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LILAC%20AVE,success
53 LILAC AVE ,305100,05/21/2010,223000,1010,Single Fam M01,R4,63,0.1,79900,Colonial,Residential,C +,54800,199400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LILAC%20AVE,success
6 LILLIBRIDGE CT ,436300,09/16/2005,364000,1010,Single Fam M01,R4,20,0.23,93000,Colonial,Residential,B -,54500,288800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LILLIBRIDGE%20CT,success
16 LILLIBRIDGE CT ,355000,09/15/1989,0,1010,Single Fam M01,R4,20,0.23,93000,Colonial,Residential,C +,54500,236700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LILLIBRIDGE%20CT,success
21 LILLIBRIDGE CT ,408000,09/21/1992,135000,1010,Single Fam M01,R4,20,0.26,95600,Split-Level,Residential,C +,56000,256800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LILLIBRIDGE%20CT,success
26 LILLIBRIDGE CT ,405900,10/27/2020,405000,1010,Single Fam M01,R4,20,0.24,94000,Colonial,Residential,C +,55100,268700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LILLIBRIDGE%20CT,success
31 LILLIBRIDGE CT ,437300,10/18/2019,306500,1010,Single Fam M01,R4,20,0.24,94000,Split-Level,Residential,C +,55100,284300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LILLIBRIDGE%20CT,success
36 LILLIBRIDGE CT ,682000,08/01/1996,160000,1010,Single Fam M01,R4,20,0.25,95100,Colonial,Residential,B +,55700,445100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LILLIBRIDGE%20CT,success
39 LILLIBRIDGE CT ,442400,12/27/2002,0,1010,Single Fam M01,R4,20,0.24,94000,Split-Level,Residential,C +,55100,284000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LILLIBRIDGE%20CT,success
46 LILLIBRIDGE CT ,406700,01/02/2001,125000,1010,Single Fam M01,R4,20,0.23,93000,Split-Level,Residential,C +,54500,253700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LILLIBRIDGE%20CT,success
47 LILLIBRIDGE CT ,390500,05/31/2000,125000,1010,Single Fam M01,R4,20,0.29,97200,Ranch,Residential,C +,57000,222400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LILLIBRIDGE%20CT,success
49 LILLIBRIDGE CT ,361800,04/04/1994,143000,1010,Single Fam M01,R4,20,0.35,100500,Ranch,Residential,C +,58900,226000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LILLIBRIDGE%20CT,success
52 LILLIBRIDGE CT ,448700,08/02/2022,650000,1010,Single Fam M01,R4,20,0.23,93000,Colonial,Residential,B -,54500,286100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LILLIBRIDGE%20CT,success
53 LILLIBRIDGE CT ,418300,06/30/2014,300000,1010,Single Fam M01,R4,20,0.35,100500,Colonial,Residential,C +,58900,282300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LILLIBRIDGE%20CT,success
20 LINCOLN ST,273700,09/14/2001,138000,1010,Single Fam M01,R4,110,0.16,82400,Ranch,Residential,C,56800,152600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LINCOLN%20ST,success
26 LINCOLN ST,324800,07/01/2024,0,1010,Single Fam M01,R4,110,0.13,78300,Colonial,Residential,C +,54100,202600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LINCOLN%20ST,success
30 LINCOLN ST,299800,07/29/2021,320000,1010,Single Fam M01,R4,110,0.17,83400,Colonial,Residential,C,57500,192600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LINCOLN%20ST,success
35 LINCOLN ST,268700,06/03/2020,195000,1010,Single Fam M01,R4,110,0.18,84400,Cape Cod,Residential,C,58200,188300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LINCOLN%20ST,success
36 LINCOLN ST,336800,09/01/1993,141000,1010,Single Fam M01,R4,110,0.17,83400,Colonial,Residential,C +,57500,214100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LINCOLN%20ST,success
39 LINCOLN ST,318800,01/25/2024,331000,1010,Single Fam M01,R4,110,0.19,85300,Colonial,Residential,C +,58900,207600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LINCOLN%20ST,success
40 LINCOLN ST,326100,08/30/1991,135000,1010,Single Fam M01,R4,110,0.17,83400,Colonial,Residential,C +,57500,210900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LINCOLN%20ST,success
45 LINCOLN ST,287700,01/08/2014,0,1010,Single Fam M01,R4,110,0.2,86300,Cape Cod,Residential,C,59600,184400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LINCOLN%20ST,success
51 LINCOLN ST,273800,11/15/2011,0,1010,Single Fam M01,R4,110,0.21,87300,Cape Cod,Residential,C,60200,179700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LINCOLN%20ST,success
70 LINCOLN ST,385500,07/15/2013,1,1040,Two Family M01,R4,110,0.24,90300,Multi Family,Residential,C +,62300,228500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LINCOLN%20ST,success
78 LINCOLN ST,284000,05/03/1999,0,1010,Single Fam M01,R4,110,0.26,91800,Old Style,Residential,C,63300,184900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LINCOLN%20ST,success
81 LINCOLN ST,360300,01/19/1990,166000,1010,Single Fam M01,R4,110,0.31,94400,Cape Cod,Residential,C,65100,244300,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LINCOLN%20ST,success
90 LINCOLN ST,276500,12/22/2015,1,1010,Single Fam M01,R4,110,0.25,91300,Colonial,Residential,C,63000,190600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LINCOLN%20ST,success
93 LINCOLN ST,315800,11/23/1988,0,1010,Single Fam M01,R4,110,0.31,94400,Cape Cod,Residential,C,65100,220000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LINCOLN%20ST,success
94 LINCOLN ST,306300,06/05/2012,10,1010,Single Fam M01,R4,110,0.17,83400,Cape Cod,Residential,C,57500,202100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LINCOLN%20ST,success
98 LINCOLN ST ,351400,07/11/2024,395000,1010,Single Fam M01,R4,110,0.17,83400,Colonial,Residential,C +,57500,186800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LINCOLN%20ST,success
103 LINCOLN ST ,303600,06/17/2024,295000,1010,Single Fam M01,R4,110,0.31,94400,Colonial,Residential,C,65100,201800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LINCOLN%20ST,success
104 LINCOLN ST,311300,09/05/2006,58000,1010,Single Fam M01,R4,110,0.16,82400,Colonial,Residential,C +,56800,200500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LINCOLN%20ST,success
107 LINCOLN ST,353500,08/16/2004,0,1010,Single Fam M01,R4,110,0.23,89300,Colonial,Residential,C +,61600,224200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LINCOLN%20ST,success
108 LINCOLN ST,298800,05/07/2021,270700,1010,Single Fam M01,R4,110,0.16,82400,Cape Cod,Residential,C,56800,198700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LINCOLN%20ST,success
114 LINCOLN ST ,286000,12/22/2021,0,1010,Single Fam M01,R4,110,0.16,82400,Cape Cod,Residential,C,56800,174900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LINCOLN%20ST,success
117 LINCOLN ST,308400,05/30/2006,284000,1010,Single Fam M01,R4,110,0.23,89300,Cape Cod,Residential,C,61600,208600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LINCOLN%20ST,success
120 LINCOLN ST,323600,02/01/2001,145000,1010,Single Fam M01,R4,110,0.17,83400,Cape Cod,Residential,C,57500,202200,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LINCOLN%20ST,success
124 LINCOLN ST,266300,05/22/2019,227500,1010,Single Fam M01,R4,110,0.17,83400,Cape Cod,Residential,C,57500,213000,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LINCOLN%20ST,success
130 LINCOLN ST,309600,04/03/2023,0,1010,Single Fam M01,R4,110,0.18,84400,Cape Cod,Residential,C,58200,193800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LINCOLN%20ST,success
10 LINDEN AVE,265300,03/08/2023,235000,1010,Single Fam M01,R4,110,0.19,85300,Cape Cod,Residential,C,58900,174100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LINDEN%20AVE,success
16 LINDEN AVE,237800,11/10/2021,215000,1010,Single Fam M01,R4,110,0.37,97500,Old Style,Residential,C -,67300,175400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LINDEN%20AVE,success
22 LINDEN AVE,245700,05/11/2020,0,1010,Single Fam M01,R4,110,0.14,79900,Cape Cod,Residential,C -,55100,172400,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LINDEN%20AVE,success
25 LINDEN AVE,356600,01/08/2018,270000,1040,Two Family M01,R4,110,0.24,90300,Multi Family,Residential,C,62300,218900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LINDEN%20AVE,success
32 LINDEN AVE,360400,03/12/2018,0,1040,Two Family M01,R4,110,0.46,102200,Multi Family,Residential,C,70500,222700,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LINDEN%20AVE,success
36 LINDEN AVE,281400,11/17/2000,133500,1010,Single Fam M01,R4,110,0.23,89300,Colonial,Residential,C,61600,191800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LINDEN%20AVE,success
37 LINDEN AVE,168800,02/16/2007,170000,1010,Single Fam M01,R4,110,0.17,75000,Bungalow,Residential,C -,51800,118800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LINDEN%20AVE,success
52 LINDEN AVE,292300,01/07/2002,142000,1010,Single Fam M01,R4,110,0.28,92800,Colonial,Residential,C +,64000,191900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LINDEN%20AVE,success
61 LINDEN AVE,244700,03/23/2001,0,1010,Single Fam M01,R4,110,0.14,79900,Ranch,Residential,C,55100,159800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LINDEN%20AVE,success
62 LINDEN AVE,249800,12/01/2020,215000,1010,Single Fam M01,R4,110,0.14,79900,Colonial,Residential,C,55100,165100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LINDEN%20AVE,success
67 LINDEN AVE,253800,09/02/2011,160000,1010,Single Fam M01,R4,110,0.19,85300,Ranch,Residential,C,58900,164900,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LINDEN%20AVE,success
68 LINDEN AVE,318200,05/24/1996,152500,1010,Single Fam M01,R4,110,0.25,91300,Raised Ranch,Residential,C,63000,205500,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LINDEN%20AVE,success
74 LINDEN AVE,333700,11/09/2022,0,1010,Single Fam M01,R4,110,0.23,89300,Raised Ranch,Residential,C,61600,216100,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LINDEN%20AVE,success
78 LINDEN AVE,345700,04/23/2015,0,1010,Single Fam M01,R4,110,0.57,101000,Raised Ranch,Residential,C,69700,230600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LINDEN%20AVE,success
84 LINDEN AVE ,613300,06/04/2024,0,1090,Multi Hses,R-4,110,0.56,106000,Multi Family,Multi-Family,C,73100,424600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LINDEN%20AVE,success
117 LINDEN AVE,254500,07/28/2003,135000,1010,Single Fam M01,R4,110,0.15,81400,Raised Ranch,Residential,C,56200,166600,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LINDEN%20AVE,success
123 LINDEN AVE,297200,11/12/2020,230000,1010,Single Fam M01,R4,110,0.19,85300,Raised Ranch,Residential,C,58900,185800,https://gis.vgsi.com/hamdenct/Streets.aspx?Name=LINDEN%20AVE,success
